-1	125	167	139	153	181	97	62	160	188	174	132	83	
48	-1	76	90	62	174	216	244	146	104	132	272	188	
105	203	-1	133	259	189	231	35	245	161	91	147	273	
77	231	217	-1	203	147	189	21	105	175	245	259	161	
91	161	21	35	-1	231	245	133	175	147	49	189	217	
36	22	64	50	106	-1	204	78	218	134	162	246	260	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
196	168	126	238	28	14	42	-1	224	210	140	154	182	
70	238	98	168	14	28	252	56	-1	266	84	210	196	
28	14	56	42	84	70	126	98	154	-1	168	182	224	
56	42	28	14	126	98	224	70	182	238	-1	266	252	
42	56	14	28	98	126	70	84	140	252	196	-1	238	
17	31	45	59	73	87	101	269	129	143	157	171	-1	
