-1	107	37	233	93	149	51	65	135	177	79	163	261	191	
11	-1	25	221	263	81	95	137	165	151	53	193	179	249	
123	235	-1	207	67	137	193	53	81	249	109	151	165	263	
26	40	12	-1	54	194	264	82	110	96	180	250	124	68	
250	124	222	166	-1	12	138	40	194	82	152	110	236	180	
30	142	58	128	198	-1	184	44	170	72	156	240	212	268	
143	17	45	157	24	108	-1	150	206	164	213	178	220	227	
3	31	129	17	185	227	73	-1	59	213	269	199	255	157	
242	74	18	32	88	102	130	144	-1	186	200	214	228	256	
256	46	144	228	158	4	88	102	270	-1	18	60	32	242	
221	228	242	4	256	25	32	123	95	193	-1	207	249	235	
-1	5	33	75	173	89	103	117	47	131	145	-1	159	187	
20	90	104	48	76	132	6	174	118	202	188	244	-1	216	
7	133	49	175	35	77	63	91	161	119	105	21	147	-1	
