-1	83	153	139	41	223	181	167	251	265	237	125	195	
157	-1	87	59	45	143	185	171	199	213	227	241	269	
56	14	-1	98	28	210	126	140	224	238	252	266	70	
35	133	21	-1	63	189	147	77	161	203	245	259	217	
212	128	184	170	-1	254	72	86	240	142	198	100	226	
69	41	83	125	55	-1	97	181	139	195	167	153	265	
16	254	198	30	268	240	-1	226	156	86	44	170	142	
100	72	44	268	16	30	58	-1	212	254	156	198	240	
23	30	37	16	51	65	79	93	-1	44	58	72	107	
49	35	63	105	77	21	161	133	175	-1	189	245	231	
65	23	51	177	37	79	107	219	149	93	-1	233	205	
190	50	78	92	22	36	64	106	134	148	162	-1	176	
28	98	168	42	154	14	210	126	182	56	84	252	-1	
