-1	125	69	139	153	97	167	62	146	160	174	104	83	
48	-1	76	90	62	174	202	146	188	104	132	272	216	
259	231	-1	133	203	245	273	161	35	91	105	147	189	
77	245	217	-1	259	147	231	21	105	175	161	203	273	
91	161	21	35	-1	231	217	133	175	147	49	189	245	
36	22	64	50	106	-1	190	78	162	134	204	218	260	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
196	70	56	84	28	168	14	-1	224	210	140	154	182	
56	84	98	168	14	28	196	42	-1	238	70	252	210	
28	14	196	42	56	70	126	98	154	-1	168	182	224	
42	210	28	14	224	56	84	266	182	252	-1	126	238	
210	56	14	28	98	42	70	238	140	84	196	-1	266	
17	31	45	59	73	87	101	255	129	143	157	171	-1	
