-1	16	100	86	128	135	93	107	149	51	261	177	163	
142	-1	128	226	93	149	163	177	191	205	219	233	261	
188	34	-1	48	76	90	20	132	104	146	202	160	244	
20	62	272	-1	230	160	132	34	174	90	76	188	216	
34	20	216	146	-1	48	188	160	62	104	174	244	132	
66	52	24	38	164	-1	206	234	108	178	192	94	248	
27	41	195	55	69	83	-1	97	125	139	153	181	167	
41	27	55	181	83	125	223	-1	139	69	167	195	153	
55	69	41	97	153	265	237	251	-1	83	181	167	223	
267	57	15	29	169	99	211	239	197	-1	127	225	253	
198	86	30	212	100	72	254	268	16	44	-1	240	58	
72	100	86	44	58	212	268	16	30	156	142	-1	128	
45	73	171	101	269	17	31	87	143	185	157	199	-1	
