-1	60	4	88	214	242	18	172	102	32	186	270	46	256	
178	-1	262	52	80	108	136	234	150	164	220	192	206	66	
68	12	-1	40	96	26	54	75	166	47	110	124	82	117	
8	120	190	-1	176	78	246	218	22	204	134	232	162	92	
75	145	33	103	-1	5	89	47	131	159	271	19	187	229	
129	17	101	143	199	-1	31	157	255	59	45	213	73	171	
161	35	231	147	259	273	-1	7	217	189	49	203	77	105	
12	40	152	26	110	54	68	-1	138	124	166	180	222	194	
230	48	90	272	244	188	62	34	-1	174	265	251	202	146	
108	24	248	66	10	136	94	262	38	-1	150	80	52	178	
22	8	176	36	204	260	120	64	162	232	-1	92	106	190	
144	74	60	46	172	88	130	242	158	4	228	-1	102	186	
119	91	21	259	63	231	175	147	7	217	245	35	-1	133	
37	2	16	30	23	9	44	58	72	86	79	51	198	-1	
