-1	3	45	31	73	87	17	101	59	213	269	157	185	241	199	
118	-1	132	48	160	34	258	174	76	90	202	104	216	62	230	
123	67	-1	81	95	25	165	179	137	235	193	221	207	249	263	
229	145	271	-1	89	75	103	257	131	173	243	215	19	5	117	
254	44	16	184	-1	2	156	58	142	240	198	128	212	100	170	
165	95	109	11	123	-1	137	221	53	264	250	179	151	207	193	
180	40	54	208	12	68	-1	96	110	124	152	194	222	26	236	
22	8	50	36	134	64	190	-1	92	120	78	232	106	162	148	
153	195	41	69	223	237	251	27	-1	209	13	167	97	125	181	
107	23	9	65	149	79	247	205	37	-1	51	163	177	191	219	
130	18	4	60	32	46	88	144	214	158	-1	74	102	256	186	
250	12	152	54	26	40	264	110	82	96	138	-1	68	236	208	
113	57	29	239	85	15	141	43	267	253	169	1	-1	197	155	
145	187	33	201	229	19	131	271	47	75	117	173	89	-1	215	
9	30	37	44	51	58	72	16	23	86	65	100	79	93	-1	
