-1	16	65	86	142	149	79	93	135	107	163	177	205	
128	-1	142	149	86	163	93	233	191	177	205	219	226	
188	34	-1	48	76	230	20	146	104	160	174	90	132	
20	62	216	-1	34	76	132	160	174	188	90	230	272	
48	20	202	244	-1	174	146	104	160	90	132	188	62	
24	38	52	192	66	-1	108	206	234	220	80	94	136	
167	27	195	41	55	181	-1	97	125	139	153	83	69	
265	167	41	69	27	125	223	-1	139	153	237	195	181	
223	69	27	97	41	153	251	55	-1	83	181	167	195	
183	57	99	15	169	43	239	253	211	-1	29	225	267	
58	100	72	170	198	212	268	86	16	128	-1	142	254	
254	156	184	30	100	240	212	16	268	72	44	-1	58	
31	45	241	101	213	17	157	73	87	143	185	199	-1	
