-1	83	237	97	55	209	111	13	41	125	167	69	181	223	139	
150	-1	52	66	10	192	164	206	94	234	136	178	220	248	262	
48	174	-1	272	34	244	104	230	160	146	188	6	202	20	258	
33	5	75	-1	173	145	257	201	215	89	159	131	229	187	19	
254	128	156	44	-1	198	268	86	184	16	226	30	212	142	240	
27	41	139	55	97	-1	83	111	167	69	251	125	153	181	13	
195	27	41	13	69	223	-1	55	237	97	125	251	139	153	181	
244	132	90	62	20	34	272	-1	188	160	48	174	118	104	146	
132	20	62	48	90	104	174	258	-1	230	118	34	272	146	244	
22	106	218	260	246	204	36	78	57	-1	8	120	134	176	1	
17	213	87	269	59	185	199	143	241	73	-1	171	3	31	45	
145	89	215	243	103	19	159	75	201	47	257	-1	187	229	271	
87	143	129	59	73	45	17	241	157	31	101	269	-1	171	199	
60	46	200	102	4	88	74	214	270	242	130	116	256	-1	158	
202	160	132	118	48	174	90	6	76	188	230	62	104	34	-1	
