-1	216	258	48	160	146	132	202	34	174	90	188	104	
27	-1	41	69	223	83	139	55	153	125	167	251	195	
76	146	-1	20	34	132	104	272	90	188	160	230	174	
230	132	216	-1	90	34	160	146	272	104	188	202	244	
62	104	244	174	-1	76	272	132	146	202	20	48	188	
273	21	49	259	217	-1	175	189	203	245	231	63	161	
245	77	203	63	210	91	-1	35	21	259	49	147	231	
22	162	64	78	232	106	218	-1	246	50	260	176	92	
233	51	177	107	261	37	191	135	-1	163	79	219	65	
66	206	80	192	24	136	108	150	94	-1	178	234	38	
195	97	27	55	83	41	125	69	237	251	-1	223	265	
41	181	97	27	125	195	55	83	139	167	153	-1	69	
169	15	57	43	29	99	85	155	127	211	141	239	-1	
