-1	167	153	139	55	181	83	69	125	97	223	265	237	
45	-1	157	101	171	185	59	73	199	143	213	31	241	
14	84	-1	126	182	266	238	42	224	28	252	168	56	
77	35	21	-1	105	133	147	175	189	217	203	231	245	
212	16	72	44	-1	240	30	86	100	226	142	254	156	
41	27	195	69	167	-1	55	125	83	153	97	223	251	
198	268	100	254	128	142	-1	16	184	212	170	44	72	
254	226	142	30	198	212	156	-1	170	58	268	240	184	
51	23	65	16	37	177	93	233	-1	44	30	58	79	
35	49	91	63	77	231	273	147	105	-1	245	203	161	
23	65	37	93	51	163	79	107	149	135	-1	261	177	
148	92	50	162	176	36	106	78	134	22	190	-1	64	
28	126	210	168	266	14	224	98	140	84	42	196	-1	
