-1	28	84	252	70	98	42	56	182	0	196	238	210	168	
154	-1	112	224	0	14	98	42	84	168	182	140	238	210	
269	199	-1	45	59	31	17	3	73	142	101	157	171	185	
143	129	213	-1	241	3	73	185	59	101	171	248	87	199	
4	74	130	18	-1	102	32	46	186	158	88	256	270	144	
20	90	118	160	174	-1	48	76	146	188	202	244	230	272	
259	189	105	147	231	133	-1	7	245	91	63	77	119	21	
247	219	93	51	163	261	205	-1	191	107	37	233	177	135	
24	262	136	164	108	52	38	80	-1	66	10	220	234	150	
136	38	24	192	248	10	164	206	178	-1	52	150	262	220	
80	108	192	94	220	24	178	150	206	234	-1	136	164	262	
16	58	226	30	170	44	2	72	100	86	212	-1	184	128	
52	24	10	178	192	38	220	66	94	80	248	108	-1	206	
12	54	40	110	236	180	82	26	250	96	68	194	124	-1	
