-1	199	101	73	129	59	143	45	171	157	227	213	241	255	31	
88	-1	228	4	102	18	46	60	130	74	144	158	186	214	172	
187	96	-1	19	110	152	124	33	159	47	75	257	215	61	201	
218	148	106	-1	162	232	176	204	134	120	64	50	190	8	92	
22	36	29	43	-1	85	183	141	239	57	50	92	120	218	64	
120	162	246	36	176	-1	233	92	64	190	22	218	106	205	78	
78	134	8	246	106	50	-1	148	204	232	162	64	92	190	218	
135	191	205	79	233	163	247	-1	219	93	121	107	51	65	177	
38	24	52	262	80	192	94	150	-1	66	108	178	164	136	248	
53	179	221	25	151	11	39	263	235	-1	193	207	249	81	109	
166	264	236	138	222	180	68	26	208	96	-1	54	152	12	82	
26	222	12	194	166	68	138	40	82	124	250	-1	236	96	264	
63	84	147	112	266	168	224	259	231	175	245	133	-1	56	210	
113	29	141	267	155	1	85	169	43	239	127	183	197	-1	225	
191	51	135	254	205	268	72	86	100	9	233	149	37	163	-1	
