-1	14	196	112	70	42	56	182	154	98	168	238	210	0	
85	-1	99	43	211	29	1	253	127	169	155	113	141	225	
128	184	-1	240	156	58	44	86	2	72	226	142	170	212	
31	199	17	-1	143	3	73	59	101	87	129	157	185	171	
4	18	32	256	-1	46	60	74	88	186	102	200	130	270	
190	204	176	92	162	-1	232	246	120	64	218	36	148	260	
162	106	260	190	148	78	-1	8	92	50	134	120	64	36	
107	191	23	247	219	9	205	-1	233	37	177	93	79	51	
219	37	149	163	205	51	23	65	-1	79	247	177	9	135	
9	247	219	233	93	135	177	261	191	-1	149	23	205	107	
38	94	164	10	192	24	220	66	108	52	-1	80	262	206	
150	10	52	66	136	108	248	206	262	164	234	-1	192	220	
25	221	109	53	235	249	165	151	95	67	137	39	-1	179	
139	55	13	251	41	167	97	265	69	195	125	27	83	-1	
