-1	98	210	126	140	252	154	56	238	84	42	196	266	0	
169	-1	155	239	29	141	225	127	183	197	253	15	43	211	
15	85	-1	1	197	127	239	113	267	99	29	141	225	253	
29	57	183	-1	85	99	15	197	169	43	113	253	141	267	
72	100	44	212	-1	184	254	240	16	128	156	2	170	226	
114	72	58	226	268	-1	170	86	30	212	16	156	198	240	
4	144	74	130	60	46	-1	158	88	32	214	200	102	186	
186	4	214	74	144	256	270	-1	46	18	172	228	60	102	
36	22	50	64	78	204	162	190	-1	218	106	232	92	260	
9	37	23	107	51	65	191	177	135	-1	233	93	205	79	
205	65	93	9	37	247	79	261	177	163	-1	191	23	219	
25	81	39	179	109	221	137	151	11	249	53	-1	165	207	
109	193	151	53	11	81	39	137	249	123	270	67	-1	235	
69	111	167	153	55	41	83	13	195	181	97	125	27	-1	
