-1	153	55	111	195	41	167	237	125	27	265	251	181	83	69	
248	-1	38	262	94	164	192	234	206	178	80	66	52	220	108	
208	110	-1	124	166	180	26	152	138	68	194	12	82	96	222	
192	136	234	-1	66	108	38	150	80	164	220	94	206	24	52	
18	32	46	4	-1	144	88	102	60	256	200	172	186	158	228	
175	54	63	208	82	-1	152	217	96	194	138	26	105	250	124	
52	73	94	178	220	262	-1	59	248	108	24	80	234	164	206	
95	81	53	249	207	67	123	-1	179	221	165	109	25	193	137	
223	27	265	13	153	237	111	41	-1	83	69	181	55	209	195	
140	42	238	56	182	112	14	98	252	-1	224	168	210	154	266	
1	211	99	85	113	15	183	29	169	127	-1	239	253	57	155	
100	184	86	212	268	156	226	198	2	72	44	-1	128	30	58	
11	123	249	26	39	221	67	263	165	95	179	193	-1	109	81	
185	17	3	269	52	45	241	87	101	38	150	234	199	-1	255	
148	22	8	120	162	246	134	36	64	190	92	218	176	78	-1	
