-1	1	15	43	57	85	141	155	113	127	169	253	183	225	
267	-1	57	113	43	169	99	183	211	225	85	239	197	253	
99	155	-1	127	141	183	113	197	169	29	211	225	267	239	
240	16	2	-1	30	58	212	170	156	86	100	142	226	184	
217	161	73	133	-1	147	203	241	17	189	119	87	255	175	
164	10	66	178	38	-1	157	3	31	73	220	213	241	199	
33	173	19	47	61	89	-1	187	243	103	5	75	131	145	
230	20	48	34	104	132	258	-1	76	174	90	146	202	216	
22	36	106	64	92	204	120	162	-1	50	190	176	218	232	
64	78	134	148	22	232	218	246	260	-1	36	162	120	204	
51	205	9	23	261	44	163	254	58	156	-1	198	177	268	
38	66	150	10	234	52	192	24	248	94	80	-1	136	262	
11	53	25	39	67	151	235	95	81	193	109	207	-1	249	
68	26	40	54	82	96	208	110	152	138	194	180	166	-1	
