-1	179	123	165	137	11	81	193	263	109	235	249	221	67	151	
55	-1	69	251	237	125	27	13	139	223	209	167	83	153	41	
206	192	-1	38	52	262	94	108	150	164	220	24	248	80	234	
96	110	180	-1	208	26	194	124	54	82	12	152	236	138	68	
34	20	118	62	-1	188	132	90	202	104	230	146	174	160	244	
76	6	34	104	48	-1	244	62	118	132	202	174	272	230	258	
172	116	4	32	214	88	-1	228	74	144	102	158	200	60	46	
38	270	256	220	24	164	136	-1	66	234	178	80	94	52	206	
42	266	84	224	126	182	168	210	-1	112	196	98	154	28	238	
27	97	13	265	41	69	209	153	251	-1	125	139	55	181	195	
22	148	64	78	8	92	36	260	50	190	-1	120	106	246	134	
86	2	128	16	30	58	268	184	254	240	44	-1	226	198	72	
0	196	140	42	14	210	98	252	70	168	182	112	-1	126	266	
5	33	271	47	75	19	187	117	89	257	173	103	215	-1	145	
15	183	155	169	141	99	127	85	57	1	225	211	29	253	-1	
