-1	251	237	83	27	111	69	139	125	153	265	167	97	181	41	
164	-1	38	52	220	262	248	234	66	108	94	192	206	80	178	
12	166	-1	124	96	54	194	152	138	180	222	26	208	68	82	
192	136	234	-1	108	164	38	150	94	66	80	178	24	206	220	
214	46	4	18	-1	144	256	60	102	158	228	88	172	32	186	
208	96	175	63	82	-1	124	217	40	138	250	152	105	194	26	
178	59	80	262	192	24	-1	73	52	94	108	206	234	220	164	
53	123	249	221	207	67	165	-1	179	25	137	95	81	109	193	
195	153	265	13	167	223	251	83	-1	209	69	111	237	27	55	
224	42	112	196	70	266	28	238	98	-1	126	84	252	168	14	
15	197	85	141	113	169	1	29	183	57	-1	239	43	211	99	
58	30	100	268	198	44	128	254	2	184	156	-1	212	72	226	
221	26	109	249	39	179	11	263	123	165	193	53	-1	95	67	
3	17	185	45	150	87	101	199	241	38	52	234	269	-1	255	
148	22	8	120	50	92	64	36	246	78	204	106	134	190	-1	
