-1	202	90	174	132	48	230	216	104	160	118	244	188	146	
62	-1	34	48	272	90	188	132	174	146	244	20	160	230	
11	109	-1	67	165	53	123	137	151	81	179	25	249	207	
53	137	193	-1	39	25	165	81	179	151	95	207	235	249	
26	54	96	110	-1	68	82	180	124	138	152	194	222	236	
225	29	141	169	1	-1	197	155	99	253	127	85	239	211	
43	127	1	99	211	15	-1	113	169	155	239	183	253	141	
17	255	73	227	101	59	31	-1	87	3	185	143	171	199	
255	73	45	17	241	185	59	269	-1	227	3	31	143	157	
270	214	200	60	32	74	88	242	130	-1	172	46	102	186	
32	102	60	158	88	270	74	46	200	18	-1	214	228	256	
58	238	254	127	16	149	119	63	161	113	-1	-1	272	2	
21	14	7	35	49	42	63	77	210	28	56	70	-1	175	
36	43	29	8	22	64	50	92	78	106	113	99	85	-1	
