-1	263	67	249	25	221	95	151	53	123	207	165	235	137	81	
41	-1	97	237	153	209	167	27	223	139	125	83	181	251	111	
178	192	-1	38	108	10	24	248	136	220	262	52	164	234	206	
110	12	124	-1	166	26	222	54	152	96	180	194	208	82	68	
90	20	34	62	-1	244	146	104	118	160	188	174	202	230	132	
20	132	76	90	6	-1	104	48	62	174	202	230	272	188	34	
32	4	88	46	256	214	-1	130	74	116	172	60	186	270	242	
10	270	80	136	234	164	66	-1	94	256	38	108	192	206	220	
182	70	28	42	196	266	140	210	-1	168	98	112	126	154	238	
195	55	153	265	251	69	41	181	83	-1	237	209	111	13	27	
106	8	92	22	50	120	78	176	162	64	-1	134	218	246	148	
72	16	128	30	268	44	156	170	226	2	198	-1	240	184	254	
14	0	42	140	56	196	28	70	252	224	84	98	-1	168	266	
5	173	19	145	75	257	201	89	47	131	33	117	103	-1	159	
169	197	15	1	43	183	99	85	57	127	211	141	155	225	-1	
