-1	16	170	72	58	198	100	142	254	128	184	240	226	156	
88	-1	130	200	256	186	270	242	214	144	158	172	4	32	
46	60	-1	102	18	256	186	4	270	74	144	214	242	228	
5	26	12	-1	40	166	54	68	180	19	33	159	47	263	
271	47	201	187	-1	145	75	33	5	215	229	89	173	131	
132	76	34	90	62	-1	244	20	160	48	174	202	230	216	
34	20	90	230	160	104	-1	132	118	174	48	6	62	146	
62	118	160	174	104	272	216	-1	146	90	76	230	202	188	
21	105	175	63	245	259	203	49	-1	231	91	35	189	77	
205	65	149	219	79	191	261	9	135	-1	107	163	23	37	
10	38	24	234	52	66	136	164	220	178	-1	262	206	150	
54	12	68	82	250	96	110	138	152	236	194	-1	180	26	
27	69	153	111	83	13	251	55	97	139	125	41	-1	237	
41	111	55	97	13	83	69	125	139	195	251	223	167	-1	
