-1	125	41	139	69	83	167	55	97	195	181	223	111	237	27	
206	-1	52	24	38	234	66	80	108	178	94	150	164	220	192	
188	160	-1	34	6	48	174	146	258	20	104	244	230	132	272	
47	145	215	-1	89	229	19	75	243	201	131	271	159	173	257	
212	170	100	184	-1	240	44	142	198	268	16	58	254	2	226	
153	13	195	167	27	-1	55	41	125	69	251	97	139	181	111	
13	139	27	83	125	209	-1	97	237	223	111	181	153	195	265	
160	202	62	6	20	104	34	-1	188	272	118	174	258	244	132	
20	174	90	62	104	34	160	48	-1	230	272	132	118	202	146	
78	246	218	106	134	162	148	92	57	-1	8	120	190	260	1	
269	31	227	59	157	87	199	213	143	73	-1	241	101	255	171	
103	5	75	187	145	19	257	89	215	33	47	-1	201	229	159	
227	17	157	31	73	59	269	171	185	45	3	129	-1	241	87	
32	46	18	102	130	74	88	60	270	158	186	116	144	-1	214	
90	104	202	118	34	188	48	230	76	174	20	62	244	6	-1	
