-1	212	30	142	156	2	170	58	254	226	72	128	268	86	
62	-1	90	76	216	160	104	174	132	118	146	244	230	202	
107	170	-1	128	149	184	177	191	79	205	219	233	247	254	
40	208	54	-1	68	82	96	110	124	138	152	180	166	194	
36	85	22	225	-1	50	64	99	113	169	127	197	183	232	
94	10	45	171	178	-1	192	199	150	38	101	17	206	73	
54	40	68	250	208	110	-1	82	138	264	166	124	222	152	
178	24	38	269	241	66	234	-1	52	248	262	87	255	45	
183	197	155	15	1	57	239	169	-1	43	85	211	99	29	
101	185	59	31	17	129	87	73	143	-1	199	157	241	213	
239	1	141	229	57	211	257	183	225	113	-1	253	43	267	
13	139	83	265	41	167	27	223	69	55	97	-1	111	237	
117	19	75	103	89	145	131	159	215	47	187	201	-1	173	
148	50	120	22	78	134	218	106	92	64	36	162	260	-1	
