-1	153	167	139	181	97	195	62	146	188	174	83	202	
48	-1	76	90	62	174	202	216	160	104	132	146	188	
105	245	-1	133	203	231	273	35	189	161	91	175	147	
77	259	217	-1	273	147	231	21	105	175	189	203	245	
91	231	21	35	-1	245	217	133	175	147	49	189	161	
36	22	64	50	106	-1	190	78	204	134	162	218	260	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
126	140	238	84	28	14	168	-1	224	196	210	154	182	
238	42	70	168	14	28	252	56	-1	266	98	210	196	
28	14	56	42	84	70	126	98	154	-1	168	182	224	
42	224	28	14	126	56	84	70	182	238	-1	266	252	
224	56	14	28	98	126	70	42	140	252	196	-1	238	
17	31	45	59	73	87	101	269	129	143	157	171	-1	
