-1	223	237	125	83	153	265	41	97	27	167	195	55	
157	-1	241	73	87	269	227	185	213	129	255	17	59	
14	140	-1	98	266	28	84	210	126	56	154	224	252	
189	231	21	-1	77	161	105	63	133	203	91	175	147	
184	170	198	156	-1	212	30	240	254	72	100	128	226	
251	83	167	237	41	-1	223	181	265	125	195	97	139	
72	44	184	198	142	58	-1	254	156	212	16	240	170	
142	100	72	226	58	16	128	-1	170	198	268	30	86	
23	30	37	16	51	65	79	93	-1	44	58	72	107	
91	21	133	35	147	49	63	77	161	-1	259	105	175	
79	37	65	219	23	107	135	149	177	191	-1	205	233	
36	148	162	246	64	22	92	134	190	232	50	-1	78	
210	196	42	28	14	70	98	154	182	238	126	266	-1	
