-1	44	58	118	268	198	170	86	156	100	142	128	184	72	
212	-1	184	156	226	240	198	72	170	86	100	16	128	142	
226	268	-1	254	170	2	240	142	198	128	30	100	86	156	
30	2	72	-1	240	114	268	184	128	44	198	212	142	16	
17	31	45	87	-1	59	101	129	143	157	255	199	213	185	
48	146	160	6	230	-1	20	34	202	216	244	174	188	258	
35	53	6	77	176	92	-1	209	61	112	126	139	154	189	
253	7	49	91	63	105	133	-1	161	175	203	217	246	21	
218	22	134	36	8	120	148	232	-1	246	106	260	50	78	
9	191	23	107	51	79	205	261	93	-1	135	149	163	65	
39	165	151	25	81	11	193	53	179	235	-1	207	67	249	
25	249	39	11	67	109	235	81	165	221	95	-1	193	53	
4	12	14	61	117	250	224	109	242	229	259	264	-1	270	
177	58	219	100	107	44	254	170	212	198	86	226	205	-1	
