-1	104	174	20	132	90	188	34	216	146	244	48	230	
41	-1	97	125	27	251	139	153	223	237	265	195	181	
76	230	-1	90	216	20	34	188	272	160	62	202	146	
160	34	244	-1	76	202	146	104	62	48	230	216	132	
62	202	48	188	-1	230	160	272	104	34	174	20	244	
259	189	133	273	147	-1	49	161	245	175	77	105	35	
273	77	105	210	259	217	-1	21	175	231	203	245	63	
204	246	260	176	92	64	134	-1	232	78	50	148	218	
79	149	205	261	191	23	93	107	-1	135	37	163	51	
52	108	24	150	164	94	38	192	66	-1	248	206	262	
27	69	223	55	41	139	83	167	195	181	-1	125	153	
153	55	41	27	83	167	181	223	97	139	237	-1	69	
15	85	29	43	57	99	127	141	169	197	253	211	-1	
