-1	159	117	173	201	47	243	75	187	215	103	131	229	271	145	
6	-1	13	69	97	209	167	244	258	20	76	104	132	174	230	
35	91	-1	245	259	175	189	63	105	133	203	147	21	231	217	
64	148	50	-1	134	78	106	232	120	204	162	92	8	218	260	
92	190	162	225	-1	57	43	183	267	120	176	246	78	106	50	
219	65	107	191	205	-1	72	254	233	268	93	135	51	37	177	
23	37	79	177	233	247	-1	261	135	93	219	51	65	163	205	
177	51	135	37	65	23	149	-1	205	107	9	163	219	191	79	
107	163	177	23	37	149	9	93	-1	79	247	219	191	51	65	
136	178	66	52	220	164	192	248	262	-1	234	206	38	24	150	
165	221	95	81	25	263	39	123	53	109	-1	179	207	67	193	
55	195	27	167	111	223	139	41	83	97	251	-1	265	237	69	
126	56	196	98	252	112	154	84	70	140	14	183	-1	28	238	
197	43	57	85	169	99	225	71	113	127	183	1	211	-1	267	
225	29	99	183	197	43	57	141	253	85	35	5	169	15	-1	
