-1	139	167	146	153	97	181	62	160	174	188	132	83	
48	-1	76	90	62	174	202	146	216	104	132	272	188	
105	245	-1	133	203	273	231	35	189	161	91	175	147	
77	161	217	-1	175	231	245	21	105	189	203	259	273	
91	231	21	35	-1	259	217	133	49	147	273	189	161	
36	22	64	50	106	-1	92	78	204	134	162	148	218	
23	37	51	65	79	191	-1	107	135	261	149	163	177	
126	70	140	154	28	168	196	-1	238	210	224	266	182	
70	84	98	14	168	28	42	56	-1	266	252	210	196	
28	14	56	42	84	196	126	98	154	-1	168	182	224	
56	42	28	98	140	70	84	14	182	238	-1	126	266	
42	56	14	28	98	224	70	84	140	252	196	-1	238	
17	31	45	59	73	87	101	255	129	143	157	171	-1	
