-1	51	72	58	86	100	65	79	93	107	135	191	142	
149	-1	142	23	100	177	163	191	205	233	219	226	93	
174	76	-1	132	216	160	202	20	104	188	48	90	244	
160	244	62	-1	174	146	34	48	188	216	90	202	272	
20	34	146	104	-1	48	188	62	76	202	244	132	230	
24	38	66	80	136	-1	108	206	192	94	150	164	220	
153	83	55	195	125	181	-1	97	139	69	41	265	27	
265	27	223	139	195	125	251	-1	167	83	237	55	41	
223	125	27	41	153	55	237	69	-1	265	181	251	83	
15	57	43	29	141	155	211	183	197	-1	127	99	225	
30	72	156	170	58	86	226	16	100	254	-1	142	268	
128	44	198	86	30	72	170	156	16	240	212	-1	184	
45	17	31	73	157	59	101	129	171	87	199	255	-1	
