-1	66	178	262	108	150	80	234	136	38	10	52	24	94	164	
227	-1	185	59	241	129	199	73	87	24	143	101	213	157	255	
22	106	-1	36	162	64	78	176	218	232	190	8	50	92	204	
156	170	198	-1	254	184	86	58	16	212	268	226	30	240	100	
16	2	100	72	-1	58	142	184	156	226	44	212	198	170	268	
217	36	210	22	176	-1	224	78	238	106	231	190	204	252	260	
191	93	247	205	9	51	-1	135	233	177	163	261	149	107	37	
32	172	88	158	256	4	46	-1	130	228	200	186	60	144	242	
206	178	24	248	234	94	66	262	-1	52	38	150	164	80	108	
184	268	2	44	-1	30	58	100	254	-1	86	72	240	198	170	
249	81	109	53	151	137	235	95	193	207	-1	179	263	165	67	
198	30	240	128	86	44	156	268	58	142	254	-1	16	184	2	
100	44	268	142	128	72	254	212	226	156	184	170	-1	86	58	
247	233	261	135	65	163	219	205	191	9	51	37	177	-1	149	
85	15	29	8	113	197	211	-1	183	92	155	134	120	225	-1	
