-1	100	128	212	226	2	142	72	156	58	268	170	254	198	
16	-1	184	44	212	86	114	198	142	128	170	240	268	254	
240	30	-1	142	170	100	44	156	198	212	16	226	86	2	
30	156	72	-1	254	128	2	58	170	184	100	198	240	268	
44	2	58	86	-1	198	16	30	184	72	142	100	128	240	
202	20	34	48	62	-1	244	90	272	132	174	188	146	160	
63	7	105	147	91	77	-1	259	231	119	189	133	175	203	
8	134	50	162	148	232	22	-1	204	190	218	78	36	246	
50	36	92	22	78	8	162	64	-1	260	246	106	134	218	
176	204	64	92	162	218	50	106	148	-1	232	36	22	78	
23	65	79	205	9	107	37	93	177	135	-1	149	163	261	
233	93	163	9	205	261	219	177	191	247	51	-1	65	23	
12	26	152	40	54	82	96	110	208	124	236	138	-1	250	
83	55	111	13	153	27	69	41	97	223	181	125	167	-1	
