-1	76	230	272	160	48	104	62	118	146	258	202	34	174	20	
13	-1	27	125	97	69	139	83	153	55	195	111	167	223	181	
130	158	-1	60	88	172	186	116	144	256	18	270	74	46	102	
90	62	202	-1	76	244	160	20	230	118	104	174	132	188	48	
246	22	176	170	-1	92	190	253	204	232	254	247	106	260	64	
182	210	56	42	28	-1	154	168	14	252	238	84	140	98	196	
27	41	13	55	83	223	-1	237	195	209	181	167	111	125	97	
135	191	51	261	37	79	149	-1	93	247	233	107	177	205	163	
199	87	213	3	59	227	45	157	-1	129	31	241	171	73	185	
213	185	3	241	101	73	143	31	269	-1	45	199	17	59	171	
188	132	244	34	48	146	62	6	160	174	-1	90	202	118	76	
4	46	32	256	186	158	74	214	18	88	228	-1	144	102	130	
156	240	198	30	212	268	254	58	100	226	128	2	-1	184	44	
241	17	227	269	199	3	31	129	255	157	213	171	87	-1	143	
206	31	191	213	241	59	227	269	248	262	155	220	234	24	-1	
