-1	16	100	128	163	149	93	65	79	219	135	177	107	
86	-1	184	142	128	163	149	177	191	205	23	219	233	
34	90	-1	48	104	132	160	188	174	20	272	146	216	
20	34	202	-1	76	62	188	90	104	146	160	272	132	
48	272	230	174	-1	90	20	146	34	132	244	188	62	
52	94	38	136	24	-1	206	220	234	66	108	248	178	
27	41	69	55	167	83	-1	97	125	181	139	223	153	
237	27	55	265	83	125	195	-1	139	153	167	181	41	
153	69	27	195	97	167	265	251	-1	83	181	41	223	
141	57	267	15	43	197	253	225	211	-1	127	169	99	
72	100	86	30	156	44	212	16	58	240	-1	268	254	
58	156	212	86	254	100	16	72	240	30	198	-1	128	
269	45	73	241	199	31	87	157	143	185	171	227	-1	
