-1	58	2	226	30	72	86	170	156	142	184	212	240	247	
199	-1	171	3	17	185	45	157	101	241	255	143	269	87	
101	31	-1	45	87	241	185	59	73	227	129	199	157	213	
130	74	144	-1	186	88	60	214	200	172	18	102	32	158	
113	117	12	36	-1	267	71	5	124	215	271	159	145	260	
160	62	20	230	174	-1	104	258	146	132	48	216	76	202	
147	133	7	259	203	245	-1	161	35	231	217	189	175	49	
105	21	231	49	91	189	77	-1	63	203	147	175	217	35	
91	231	175	105	21	7	119	245	-1	49	133	77	259	217	
63	105	161	7	77	35	21	119	189	-1	259	147	245	91	
23	37	65	79	107	163	93	9	205	177	-1	121	191	233	
37	205	135	23	51	93	65	261	163	219	247	-1	233	107	
164	178	80	94	66	206	108	38	150	136	52	10	-1	24	
41	13	55	69	83	97	125	111	139	153	167	181	195	-1	
