-1	188	76	48	62	20	160	34	244	174	132	90	104	
41	-1	69	27	237	125	139	153	97	167	181	195	223	
146	216	-1	20	34	132	90	272	188	160	202	230	174	
272	202	104	-1	76	188	146	230	62	132	216	34	244	
216	146	244	174	-1	230	48	90	272	188	20	104	132	
259	63	49	91	161	-1	35	217	77	273	147	175	203	
231	77	210	259	203	245	-1	21	175	217	63	189	273	
204	50	64	162	260	106	134	-1	148	78	176	246	190	
163	23	261	205	135	233	107	37	-1	65	51	219	93	
24	248	38	52	94	136	150	234	192	-1	108	206	262	
55	83	97	41	125	237	167	69	265	223	-1	251	27	
153	55	27	97	223	265	41	167	125	83	139	-1	69	
169	15	43	57	197	85	99	127	155	141	211	239	-1	
