-1	132	76	146	216	90	160	48	34	188	118	230	202	244	
272	-1	20	34	62	146	216	160	48	174	230	188	244	202	
137	81	-1	123	25	53	109	151	67	179	221	165	263	207	
81	95	11	-1	151	25	39	53	137	165	109	179	249	193	
54	166	96	68	-1	82	124	138	110	40	180	194	222	236	
29	211	239	99	1	-1	267	43	141	169	127	225	183	155	
43	141	253	113	15	197	-1	239	29	211	225	99	155	169	
171	87	59	199	73	255	129	-1	17	143	101	31	3	213	
101	255	129	59	171	73	185	269	-1	87	3	199	213	227	
256	102	46	74	270	18	4	228	158	-1	200	242	60	130	
18	74	158	172	46	60	88	186	242	32	-1	214	256	270	
127	16	2	63	58	161	272	113	119	149	-1	-1	238	254	
14	28	7	21	35	49	70	77	42	126	56	91	-1	161	
22	43	15	1	8	36	57	64	78	50	92	85	99	-1	
