-1	144	88	46	214	186	172	102	60	200	228	242	270	256	
66	-1	262	94	80	150	164	178	10	206	220	248	192	108	
5	40	-1	26	110	54	33	19	68	75	152	82	236	96	
120	232	162	-1	218	106	64	260	50	190	134	8	22	246	
33	5	47	89	-1	159	75	271	19	145	173	103	131	201	
73	17	171	31	59	-1	3	143	129	101	199	227	87	241	
21	49	105	203	189	259	-1	7	133	273	91	231	217	147	
12	26	124	40	54	68	82	-1	96	194	264	138	152	166	
251	76	230	174	244	216	265	160	-1	90	272	202	188	104	
94	136	220	80	66	164	38	108	24	-1	178	150	52	262	
50	22	64	36	260	78	246	190	148	8	-1	120	106	162	
130	60	270	74	256	46	158	32	4	214	186	-1	18	172	
161	35	175	147	231	7	119	77	259	245	203	91	-1	63	
16	30	9	58	23	37	44	2	184	86	72	51	135	-1	
