-1	168	0	238	70	182	28	56	42	84	210	252	98	196	
14	-1	112	98	84	140	42	70	126	154	182	238	196	56	
269	31	-1	255	185	45	129	199	17	101	73	142	87	171	
143	213	157	-1	248	3	171	31	59	73	17	87	129	185	
4	18	60	46	-1	88	74	102	130	144	158	172	200	256	
20	76	118	202	216	-1	34	230	104	160	174	146	188	244	
147	203	49	105	231	133	-1	7	245	91	63	21	119	175	
247	261	135	177	163	65	79	-1	93	107	149	205	51	191	
136	24	80	192	220	10	38	234	-1	66	178	164	262	150	
10	248	178	136	24	52	164	38	206	-1	192	150	234	220	
24	108	206	164	94	38	220	80	52	262	-1	234	248	136	
156	2	212	198	30	16	100	44	72	58	128	-1	184	226	
178	38	164	206	66	24	192	220	108	80	10	94	-1	52	
110	208	12	264	180	82	236	26	250	96	68	40	124	-1	
