-1	58	30	142	212	2	156	268	72	254	170	128	226	44	
132	-1	90	62	76	104	118	174	188	216	244	160	230	202	
107	170	-1	128	149	79	135	191	177	205	156	219	247	142	
40	250	54	-1	82	138	96	110	152	194	68	166	264	124	
36	155	22	225	-1	50	64	99	113	169	127	197	183	232	
87	10	164	45	178	-1	171	199	129	94	38	17	206	73	
54	40	68	208	250	110	-1	82	124	222	152	264	194	166	
24	52	38	178	262	66	185	-1	234	45	248	87	255	241	
183	1	85	15	43	57	239	169	-1	267	99	211	29	197	
101	17	59	73	87	227	143	129	157	-1	199	185	241	31	
239	145	43	183	1	211	229	57	225	113	-1	253	141	267	
13	27	97	237	55	153	181	223	139	41	83	-1	69	111	
19	47	75	89	103	117	131	159	145	173	215	201	-1	187	
148	22	50	36	92	134	78	106	64	120	162	176	260	-1	
