-1	156	2	86	100	58	142	30	72	170	212	226	240	247	
45	-1	241	17	31	213	3	171	143	185	87	199	255	269	
129	73	-1	45	17	255	59	213	87	31	101	171	185	199	
186	102	144	-1	256	32	74	4	172	214	130	60	200	158	
36	113	117	12	-1	267	159	71	5	271	145	124	215	260	
174	62	160	230	76	-1	188	244	104	132	202	90	48	146	
63	175	133	245	49	21	-1	105	35	217	91	147	259	7	
91	77	35	217	175	119	203	-1	63	189	231	49	161	21	
161	49	21	91	133	217	231	147	-1	203	259	119	245	189	
105	35	175	21	91	7	119	259	77	-1	245	161	147	63	
149	23	219	51	65	37	163	9	177	135	-1	191	121	79	
23	135	65	177	205	261	79	247	9	233	107	-1	219	93	
178	66	10	80	24	234	192	94	108	52	206	38	-1	136	
41	13	27	55	83	69	97	111	125	153	167	181	223	-1	
