-1	153	167	69	251	265	97	41	223	83	139	27	195	
31	-1	171	129	241	143	87	45	101	157	255	227	199	
238	14	-1	252	210	56	140	84	154	126	224	98	182	
203	63	21	-1	147	35	133	91	175	189	231	273	245	
58	72	44	86	-1	16	30	100	184	142	156	170	226	
125	41	195	97	237	-1	83	167	139	153	181	223	69	
184	212	72	226	268	254	-1	58	170	16	198	240	156	
212	184	268	16	198	30	128	-1	72	226	240	156	142	
51	23	79	30	37	65	233	163	-1	44	16	58	135	
21	35	49	105	77	91	161	63	147	-1	245	133	203	
37	135	65	79	219	51	93	107	191	177	-1	23	149	
92	50	36	162	64	78	148	232	246	260	204	-1	106	
14	56	28	168	126	210	42	252	238	98	84	266	-1	
