-1	22	8	190	64	36	162	50	78	92	176	218	232	204	
155	-1	220	178	234	52	38	66	94	248	136	150	164	253	
151	109	-1	39	53	81	25	95	165	67	193	179	207	235	
109	11	249	-1	95	137	53	81	123	151	67	165	221	263	
137	81	263	25	-1	151	109	11	179	165	207	249	193	39	
98	196	14	0	238	-1	266	56	70	112	28	210	182	168	
57	99	211	183	15	85	-1	239	253	155	197	43	29	225	
212	2	268	156	72	226	170	-1	30	254	184	198	44	16	
227	17	45	269	87	143	3	129	-1	59	101	241	213	199	
3	129	241	87	101	45	73	143	185	-1	17	269	227	31	
46	242	32	256	130	158	270	60	172	214	-1	144	-1	4	
18	32	74	60	186	102	214	88	158	172	228	-1	263	130	
104	6	20	132	48	62	90	118	34	160	76	202	-1	188	
270	46	60	172	144	74	11	102	137	221	88	193	123	-1	
