-1	16	65	100	156	191	23	93	135	79	149	205	212	
128	-1	142	184	191	163	177	149	205	219	233	93	261	
160	34	-1	216	20	104	146	272	90	174	188	230	132	
174	20	48	-1	62	146	132	76	104	90	34	160	188	
48	76	202	244	-1	132	90	160	34	146	216	174	230	
52	24	38	66	206	-1	108	234	150	94	80	220	136	
167	41	69	55	27	181	-1	97	125	139	153	83	195	
195	83	55	153	41	125	223	-1	139	69	167	181	27	
27	69	167	41	97	265	237	251	-1	83	181	195	223	
253	57	43	169	267	197	15	239	211	-1	127	225	183	
240	100	86	142	72	226	254	268	16	30	-1	44	58	
142	170	30	72	240	100	268	16	58	156	212	-1	128	
87	45	241	255	101	17	31	143	157	73	171	199	-1	
