-1	198	156	107	184	142	93	79	135	149	163	177	205	
128	-1	142	184	163	149	177	191	205	219	226	254	233	
20	34	-1	48	76	90	104	146	230	160	174	188	132	
34	20	216	-1	62	132	146	160	174	90	76	230	188	
48	90	202	272	-1	20	132	104	34	188	146	216	174	
52	262	178	24	192	-1	206	234	108	38	66	136	94	
27	41	167	55	69	83	-1	97	125	139	153	181	195	
251	27	55	69	41	125	223	-1	265	153	167	195	181	
41	69	27	97	153	251	237	139	-1	83	181	167	223	
15	57	43	29	99	169	211	239	197	-1	127	225	253	
72	100	240	142	30	198	254	86	16	268	-1	44	58	
240	156	100	86	142	30	268	16	58	72	212	-1	128	
87	45	269	101	241	213	17	31	73	143	157	199	-1	
