-1	26	194	40	68	82	54	96	138	110	152	166	180	208	222	
133	-1	112	147	189	119	175	42	154	168	56	210	231	224	0	
0	14	-1	70	98	126	224	168	28	140	84	238	154	266	56	
127	85	253	-1	141	267	113	1	57	15	225	197	169	99	183	
253	127	183	29	-1	57	197	15	1	43	169	85	225	113	267	
226	184	198	44	156	-1	240	30	72	100	212	170	16	254	142	
171	31	45	213	73	87	-1	59	17	129	157	101	269	143	255	
187	215	103	173	229	131	201	-1	257	271	243	19	75	159	117	
48	76	132	244	146	160	230	34	-1	62	174	272	216	188	90	
35	21	49	77	161	-1	259	91	203	-1	119	133	175	147	105	
21	161	7	49	63	-1	91	147	105	231	-1	189	203	259	217	
78	106	176	120	8	50	162	232	22	218	36	-1	64	204	246	
92	50	22	106	134	148	190	8	43	57	127	260	-1	85	239	
106	36	78	218	22	176	50	64	120	246	134	92	162	-1	43	
8	64	162	22	176	204	134	50	260	190	78	148	36	232	-1	
