-1	140	126	112	14	70	182	84	28	42	238	224	98	196	
2	-1	86	30	212	58	72	44	100	114	128	156	226	184	
58	170	-1	100	226	2	44	142	72	30	212	240	254	268	
46	144	18	-1	4	74	116	60	270	88	200	186	130	214	
243	19	131	173	-1	103	145	33	159	47	187	75	201	89	
203	259	231	210	42	-1	21	28	224	238	49	35	217	252	
78	8	106	50	29	85	-1	169	57	99	141	197	64	155	
9	219	37	177	191	107	93	-1	79	135	261	233	149	247	
220	164	136	108	24	94	178	206	-1	52	38	10	234	66	
248	38	178	206	164	80	234	66	262	-1	24	220	192	108	
53	193	11	67	81	179	221	165	151	123	-1	109	137	95	
151	67	165	263	137	193	25	53	249	95	207	-1	39	81	
166	152	110	26	68	54	208	222	82	12	250	180	-1	124	
135	51	205	149	219	163	37	23	191	9	233	177	261	-1	
