-1	125	139	195	153	97	181	146	174	132	188	167	62	
48	-1	34	244	62	174	104	188	20	216	132	146	202	
77	161	-1	217	175	147	245	91	105	189	203	259	231	
105	91	133	-1	35	49	203	21	77	273	161	175	147	
91	259	21	189	-1	231	217	161	147	245	49	273	133	
36	78	64	260	106	-1	190	134	162	204	22	218	246	
23	233	51	65	79	93	-1	37	135	261	149	163	177	
70	56	14	84	28	266	168	-1	224	196	140	154	182	
14	84	28	168	56	70	238	42	-1	266	252	210	196	
28	14	56	182	70	42	98	126	154	-1	168	84	224	
56	42	70	14	126	84	224	210	182	238	-1	266	28	
42	28	182	56	98	126	14	238	140	252	196	-1	70	
241	269	45	213	17	101	87	255	129	143	157	171	-1	
