-1	139	167	153	181	97	195	62	69	174	188	132	83	
48	-1	76	90	62	174	202	146	216	104	132	272	188	
105	161	-1	133	273	231	245	35	189	147	91	175	203	
77	245	217	-1	259	147	231	21	105	161	175	203	273	
91	231	21	35	-1	245	217	133	175	189	49	147	161	
36	22	64	50	106	-1	190	78	204	134	162	218	260	
23	37	51	65	79	93	-1	107	135	261	149	163	177	
126	14	140	98	28	154	168	-1	224	196	210	266	182	
238	84	98	168	14	28	42	56	-1	266	252	210	196	
56	168	70	28	84	14	126	42	154	-1	98	182	224	
42	224	28	14	140	56	84	70	182	238	-1	126	266	
28	98	14	70	56	42	224	84	140	252	196	-1	238	
17	31	45	59	73	87	101	255	129	143	157	171	-1	
