-1	146	202	216	258	132	90	188	272	34	76	174	160	
69	-1	83	125	97	153	139	251	167	223	195	237	181	
20	216	-1	62	160	188	104	34	244	48	90	132	230	
104	34	146	-1	202	90	76	230	188	244	20	48	174	
62	188	76	132	-1	48	34	272	20	104	174	216	146	
245	77	259	273	231	-1	175	105	147	63	35	161	217	
231	203	273	210	245	21	-1	133	63	217	49	147	189	
50	64	176	162	92	204	260	-1	218	22	148	78	246	
177	233	93	261	135	51	163	37	-1	79	107	205	23	
164	108	150	38	178	136	94	192	248	-1	206	262	52	
139	55	27	97	41	125	167	223	181	83	-1	153	69	
27	41	55	139	69	83	223	167	97	125	251	-1	195	
15	29	43	57	85	99	127	141	155	169	211	267	-1	
