-1	160	258	174	48	76	202	216	244	188	90	104	146	
55	-1	83	69	223	153	125	181	167	237	139	251	195	
34	20	-1	90	76	188	104	48	230	132	272	244	174	
62	132	202	-1	34	48	76	104	272	20	146	160	188	
132	146	160	230	-1	244	62	174	188	202	216	272	20	
231	35	63	217	105	-1	91	273	133	147	161	21	259	
273	49	217	245	259	175	-1	210	147	161	21	189	35	
22	64	148	260	92	204	134	-1	162	232	190	78	246	
93	79	23	205	65	51	233	37	-1	261	107	177	219	
38	24	52	178	136	80	66	108	192	-1	248	206	94	
27	41	195	55	97	69	83	125	223	153	-1	181	167	
167	97	27	83	41	195	55	139	69	125	265	-1	153	
211	29	57	43	85	99	141	15	127	183	239	225	-1	
