-1	223	83	125	139	69	41	27	97	153	167	195	181	
101	-1	255	199	31	157	45	269	227	171	73	87	143	
14	56	-1	28	70	42	126	238	168	210	98	182	196	
63	105	231	-1	35	133	147	161	175	203	189	259	217	
268	128	156	240	-1	170	58	212	86	16	184	226	254	
237	83	251	195	27	-1	97	265	223	125	55	153	139	
212	184	226	254	198	16	-1	86	142	268	240	72	30	
254	16	142	58	100	184	156	-1	198	72	44	170	128	
23	37	51	16	149	65	79	93	-1	30	212	44	233	
49	63	77	21	105	35	175	133	217	-1	259	161	147	
37	135	23	79	51	163	65	177	107	93	-1	233	205	
78	22	36	92	64	50	134	106	190	246	148	-1	176	
56	238	266	70	42	210	168	224	154	84	14	98	-1	
