-1	162	22	36	148	64	92	134	204	176	246	260	218	232	
9	-1	205	23	177	219	51	37	93	135	107	191	79	261	
264	124	-1	250	166	152	26	68	110	180	194	236	96	222	
110	152	40	-1	138	124	96	166	82	194	54	68	236	180	
26	68	54	12	-1	96	40	82	124	110	152	250	222	236	
139	13	83	223	181	-1	111	27	41	69	167	195	265	55	
226	170	184	30	156	2	-1	254	128	86	58	240	212	16	
2	184	156	268	226	128	142	-1	72	58	240	16	198	86	
18	158	32	144	270	200	46	214	-1	242	88	256	60	228	
32	18	74	4	214	228	270	172	102	-1	256	200	158	186	
103	33	117	187	75	19	201	47	173	145	-1	215	131	271	
187	89	-1	229	47	33	75	103	117	131	5	-1	145	173	
75	5	254	173	19	89	103	117	187	47	229	271	-1	33	
48	146	6	76	90	118	216	20	132	62	160	244	202	-1	
