-1	27	153	139	167	97	181	62	160	104	146	132	69	
174	-1	48	90	62	76	202	132	20	188	216	104	244	
35	161	-1	133	175	231	245	203	189	147	105	91	273	
49	231	217	-1	203	245	189	21	105	161	77	147	259	
231	147	21	35	-1	273	217	91	77	49	161	259	189	
218	260	64	176	106	-1	92	148	134	22	36	190	204	
23	37	79	65	135	163	-1	107	149	261	51	177	233	
126	14	140	154	28	84	168	-1	224	196	210	238	182	
84	168	98	196	14	28	56	70	-1	238	252	210	42	
14	84	56	98	126	266	28	42	154	-1	168	182	224	
42	56	28	14	84	224	126	98	182	70	-1	266	238	
224	42	14	28	70	126	84	56	140	252	196	-1	98	
199	31	87	59	255	17	73	269	129	143	157	171	-1	
