-1	14	42	56	238	252	28	0	210	84	112	140	182	266	168	
196	-1	56	42	28	0	154	70	98	210	224	84	238	252	112	
224	140	-1	168	266	238	210	84	112	28	70	154	0	126	252	
155	127	15	-1	253	141	99	239	183	113	197	267	29	211	225	
100	184	198	86	-1	212	226	156	72	142	44	114	170	2	58	
128	170	100	72	16	-1	114	44	268	184	58	226	156	86	30	
144	18	32	172	130	256	-1	88	242	270	74	46	60	158	214	
228	4	172	60	32	200	186	-1	256	102	18	214	74	116	270	
6	202	48	34	216	62	104	160	-1	146	118	76	90	174	188	
217	35	119	49	63	77	203	245	21	-1	91	259	161	133	175	
37	51	9	65	107	163	149	79	233	191	-1	135	247	205	261	
10	150	24	38	52	66	178	94	192	108	220	-1	255	248	129	
24	10	66	94	38	52	192	150	206	234	178	80	-1	262	220	
151	179	193	137	67	11	39	25	81	221	95	165	109	-1	53	
69	265	181	162	125	195	83	13	41	97	153	209	139	237	-1	
