-1	135	16	72	128	142	93	65	23	79	107	149	163	
58	-1	100	128	142	30	177	149	205	93	163	191	184	
188	230	-1	160	174	90	132	20	104	146	202	34	216	
174	20	48	-1	216	34	62	76	90	132	188	272	230	
48	62	76	146	-1	20	34	104	132	160	230	202	188	
52	108	24	136	94	-1	164	206	66	38	178	80	220	
27	41	55	153	195	265	-1	251	125	139	69	237	83	
153	223	83	237	181	125	97	-1	139	69	167	195	55	
195	83	167	181	265	153	223	41	-1	237	27	251	97	
183	169	29	15	43	99	211	267	57	-1	197	85	225	
240	254	44	58	156	86	184	16	212	128	-1	100	142	
212	16	268	44	58	184	170	30	72	156	226	-1	128	
31	45	59	101	87	157	17	199	171	73	269	241	-1	
