-1	40	54	68	152	26	82	96	138	166	180	236	208	194	110	
133	-1	175	147	231	119	112	154	0	56	168	224	245	238	210	
126	70	-1	238	84	266	140	0	98	28	112	154	182	224	196	
225	29	15	-1	57	99	183	197	113	141	85	253	267	1	169	
1	141	169	127	-1	113	253	225	15	99	29	183	197	267	43	
254	16	58	212	240	-1	226	86	30	72	184	44	170	198	142	
171	199	45	73	157	129	-1	59	87	269	213	31	101	17	241	
187	75	201	103	47	159	145	-1	257	33	173	243	229	271	117	
48	62	160	202	216	244	230	132	-1	174	34	272	76	146	20	
63	189	147	21	245	-1	105	217	91	-1	119	133	161	203	231	
21	49	7	231	203	-1	63	91	189	259	-1	147	105	133	77	
162	22	246	50	8	176	92	78	120	36	218	-1	190	232	64	
8	36	92	176	134	50	204	22	239	85	43	260	-1	127	57	
92	162	50	120	22	36	190	64	43	78	246	106	218	-1	176	
36	92	22	246	190	218	134	8	106	50	162	204	148	260	-1	
