-1	47	117	243	215	61	75	131	159	271	187	145	173	201	229	
167	-1	13	97	69	209	230	272	265	6	34	20	104	76	258	
35	217	-1	189	231	21	63	175	203	147	259	161	133	245	49	
92	162	78	-1	134	120	106	260	232	204	218	8	50	176	64	
106	204	43	225	-1	183	57	267	120	64	176	190	78	36	246	
135	51	191	247	93	-1	268	233	72	254	205	65	177	107	219	
9	149	177	23	219	79	-1	65	261	37	51	135	205	191	93	
51	93	107	149	163	37	247	-1	135	79	9	205	191	219	177	
247	177	93	37	51	149	163	23	-1	107	65	79	219	9	191	
178	136	220	66	248	164	234	262	206	-1	192	150	94	52	24	
67	221	165	81	263	25	179	123	235	109	-1	249	39	95	207	
27	181	97	111	125	139	223	41	167	83	55	-1	265	237	69	
84	28	56	126	14	98	70	252	154	168	183	196	-1	112	238	
43	225	29	57	99	169	253	71	127	183	197	1	211	-1	267	
141	43	169	183	29	15	197	57	99	225	5	253	35	85	-1	
