-1	83	41	223	237	139	125	97	181	265	251	195	153	
157	-1	45	73	241	87	129	101	171	199	213	17	269	
210	224	-1	98	182	168	252	84	238	140	196	154	28	
63	147	175	-1	91	189	21	35	203	245	217	259	77	
58	142	16	254	-1	212	170	198	44	30	156	72	226	
27	153	55	41	83	-1	97	69	125	181	237	251	265	
16	58	72	86	268	198	-1	184	156	212	226	30	240	
170	254	268	156	128	226	44	-1	142	16	30	240	212	
51	30	37	16	107	23	65	79	-1	58	72	226	93	
35	21	77	161	133	49	105	91	175	-1	189	231	147	
149	37	23	135	51	65	93	107	163	261	-1	79	205	
22	92	50	106	190	36	204	134	148	64	176	-1	162	
70	182	126	168	98	14	140	56	196	252	84	42	-1	
