-1	37	247	163	79	23	135	177	51	107	93	233	205	219	9	
261	-1	219	247	233	191	205	107	23	79	65	177	51	93	163	
149	9	-1	51	93	37	79	65	191	233	23	205	107	177	135	
65	184	212	-1	198	170	268	226	135	240	9	107	149	37	79	
192	66	164	24	-1	262	10	52	248	206	38	220	136	108	178	
123	53	221	235	95	-1	179	249	207	11	81	137	165	67	151	
4	102	172	74	88	46	-1	32	186	165	214	53	193	235	200	
82	194	180	96	236	110	222	-1	264	124	138	26	40	166	208	
138	166	68	222	124	26	40	152	-1	180	236	12	96	82	110	
19	173	33	47	75	89	26	187	103	-1	201	194	68	54	229	
27	153	125	83	181	195	97	69	55	41	-1	167	111	209	13	
127	113	57	43	99	239	155	253	211	85	267	-1	141	183	1	
15	211	197	29	57	85	127	102	253	169	1	225	-1	239	267	
32	256	46	102	172	200	60	270	228	130	88	74	158	-1	214	
167	237	27	153	83	41	139	55	195	97	223	69	181	125	-1	
