-1	70	140	98	126	238	168	154	196	210	56	252	0	112	224	
182	-1	98	196	112	28	84	126	168	252	238	154	224	42	0	
14	266	-1	70	42	84	112	210	0	238	182	196	126	224	168	
232	64	176	-1	78	204	8	57	260	106	162	92	29	120	22	
30	212	156	142	-1	184	2	226	100	16	198	58	86	170	72	
18	-1	4	74	46	-1	60	32	228	88	102	242	130	144	158	
103	19	33	131	117	173	-1	89	145	48	75	187	159	201	229	
63	49	133	147	105	189	245	-1	273	175	203	161	231	217	77	
49	77	91	126	266	119	217	140	-1	154	189	203	245	175	105	
9	93	65	191	247	149	163	261	233	-1	79	135	219	37	205	
136	23	9	247	51	37	233	93	65	-1	-1	261	-1	107	219	
74	53	102	221	179	165	25	235	39	256	88	-1	144	270	130	
263	11	249	137	25	193	95	109	81	53	151	207	-1	165	67	
25	207	151	53	11	263	137	81	95	179	193	67	235	-1	249	
83	139	55	111	237	41	153	195	209	27	97	265	181	125	-1	
