-1	26	68	40	208	82	54	96	152	110	180	166	194	124	236	
133	-1	49	63	189	119	147	0	42	56	168	154	210	112	224	
0	140	-1	238	196	126	112	182	168	14	28	224	252	154	266	
225	127	85	-1	267	113	29	57	253	183	99	197	169	15	141	
141	15	99	1	-1	29	225	43	57	169	113	85	183	253	127	
16	184	58	44	156	-1	86	100	72	198	226	170	142	212	240	
129	241	45	213	73	255	-1	17	185	143	59	101	157	199	171	
201	75	89	131	145	33	229	-1	257	271	215	159	243	187	117	
244	160	20	76	132	202	34	174	-1	104	230	216	62	272	146	
21	175	231	119	91	-1	63	49	189	-1	161	147	203	259	217	
63	105	175	203	7	-1	189	21	91	77	-1	259	133	147	49	
92	36	162	106	22	8	176	64	50	246	120	-1	190	204	232	
8	22	36	50	106	260	92	127	239	43	218	57	-1	232	85	
218	246	64	92	176	22	50	106	120	134	36	78	162	-1	43	
162	92	204	22	64	78	106	8	260	36	246	134	176	190	-1	
