-1	223	55	69	41	139	237	83	97	153	181	251	195	
157	-1	59	101	45	269	255	73	17	129	87	185	199	
210	238	-1	252	266	28	196	182	154	168	14	98	224	
133	21	91	-1	35	147	161	175	189	203	217	245	231	
128	142	72	156	-1	16	212	58	226	86	30	240	254	
265	181	125	237	167	-1	251	69	195	41	97	223	83	
30	170	86	16	100	58	-1	128	72	184	44	142	156	
170	212	44	30	198	156	226	-1	254	16	142	268	240	
163	79	23	44	51	37	177	93	-1	142	58	86	65	
49	35	63	105	21	133	77	161	217	-1	245	259	147	
37	149	79	65	93	23	107	51	135	177	-1	163	261	
22	50	36	78	64	92	204	106	148	190	232	-1	134	
14	28	140	168	182	210	266	98	126	56	70	42	-1	
